OrderID,StoreID,Date,ProductID,CustomerID,PromotionID,CampaignID,OrderValue,DiscountValue
Order648,Store4,2023-11-07,Product485,,Promo3,Campaign7,597.65,19.49
Order649,Store1,2022-01-03,Product3,Customer2332,Promo5,Campaign9,718.1,164.37
Order650,Store1,2022-12-10,Product454,Customer2127,Promo4,Campaign7,237.8,197.65
Order651,Store8,2021-09-05,Product351,,Promo5,Campaign5,805.73,74.74
Order652,Store8,2021-05-30,Product43,Customer3142,Promo1,Campaign3,485.07,101.11
Order653,Store1,2022-12-15,Product133,Customer1185,Promo1,Campaign8,614.2,88.54
Order654,Store1,2021-08-05,Product178,Customer2834,Promo1,Campaign7,101.23,178.84
Order655,Store5,2023-10-27,Product494,,Promo3,Campaign4,212.98,1.99
Order656,Store6,2022-11-01,Product266,Customer3504,Promo4,Campaign1,775.62,130.69
Order657,Store5,2023-05-11,Product411,Customer8689,Promo1,Campaign3,231.67,130.47
Order658,Store5,2021-10-31,Product24,Customer4940,Promo5,Campaign8,101.6,76.48
Order659,Store4,2022-02-07,Product22,Customer3277,Promo4,Campaign2,601.23,43.87
Order660,Store4,2023-05-10,Product345,Customer1801,Promo5,Campaign9,552.46,47.94
Order661,Store6,2022-01-15,Product3,,Promo5,Campaign4,611.81,160.09
Order662,Store6,2022-03-28,Product400,Customer6514,Promo1,Campaign7,622.12,13.22
Order663,Store7,2022-11-25,Product158,Customer1435,Promo4,Campaign10,505.2,112.76
Order664,Store1,2021-05-25,Product368,Customer2486,Promo2,Campaign7,498.84,61.37
Order665,Store5,2021-02-19,Product427,Customer5092,Promo3,Campaign8,924.92,53.05
Order666,Store4,2021-12-09,Product4,Customer6803,Promo2,Campaign7,538.54,101.15
Order667,Store3,2023-06-01,Product107,Customer2273,Promo3,Campaign4,621.13,179.57
Order668,Store1,2023-06-09,Product296,Customer3472,Promo4,Campaign7,274.3,123.62
Order669,Store7,2023-11-03,Product272,Customer9797,Promo1,Campaign5,872.38,157.72
Order670,Store2,2023-02-01,Product232,Customer5219,Promo4,Campaign10,34.12,120.14
Order671,Store5,2023-04-28,Product361,Customer18,Promo2,Campaign7,561.65,139.54
Order672,Store1,2023-07-13,Product238,Customer675,Promo5,Campaign3,390.01,86.48
Order673,Store6,2021-07-08,Product72,Customer5492,Promo3,Campaign10,607.87,185.2
Order674,Store1,2023-12-10,Product88,Customer752,Promo3,Campaign7,366.57,100.39
Order675,Store2,2022-02-14,Product16,Customer2174,Promo2,Campaign7,720.51,110.35
Order676,Store6,2021-08-15,Product374,Customer9099,Promo1,Campaign2,30.13,104.99
Order677,Store3,2021-08-01,Product91,Customer6005,Promo4,Campaign8,411.83,63.24
Order678,Store4,2023-10-02,Product450,Customer6031,Promo2,Campaign7,832.95,46.25
Order679,Store4,2022-02-23,Product439,Customer7478,Promo4,Campaign9,257.7,14.77
Order680,Store2,2023-07-08,Product20,Customer9857,Promo1,Campaign4,62.22,143.63
Order681,Store7,2023-02-16,Product435,Customer1983,Promo5,Campaign9,501.56,57.86
Order682,Store2,2021-08-09,Product212,Customer2164,Promo4,Campaign1,976.77,77.84
Order683,Store7,2021-06-25,Product84,Customer1518,Promo1,Campaign5,73.52,183.99
Order684,Store7,2022-08-07,Product339,,Promo2,Campaign10,79.36,113.29
Order685,Store8,2022-06-19,Product441,Customer7217,Promo5,Campaign7,599.17,19.42
Order686,Store4,2022-12-26,Product126,Customer1159,Promo5,Campaign4,257.57,159.92
Order687,Store3,2021-11-20,Product51,Customer2759,Promo5,Campaign7,416.13,51.23
Order688,Store8,2021-03-26,Product18,Customer9070,Promo3,Campaign9,832.2,110.54
Order689,Store3,2023-10-17,Product461,Customer363,Promo1,Campaign5,206.86,102.0
Order690,Store1,2023-06-06,Product337,Customer9071,Promo4,Campaign5,722.11,47.62
Order691,Store2,2021-04-22,Product443,,Promo2,Campaign2,509.44,23.15
Order692,Store8,2022-09-20,Product353,Customer705,Promo5,Campaign5,905.91,42.25
Order693,Store2,2023-08-07,Product117,Customer2331,Promo5,Campaign8,973.23,19.47
Order694,Store8,2023-01-20,Product124,Customer30,Promo5,Campaign4,490.11,55.13
Order695,Store2,2021-02-21,Product28,Customer1363,Promo1,Campaign2,588.8,199.46
Order696,Store6,2021-03-25,Product453,Customer7713,Promo2,Campaign8,748.38,80.42
Order697,Store4,2022-12-13,Product412,Customer561,Promo1,Campaign4,325.49,172.78
Order698,Store8,2023-01-01,Product345,Customer5323,Promo2,Campaign5,234.47,109.84
Order699,Store4,2023-01-11,Product468,Customer6293,Promo4,Campaign7,965.04,133.32
Order700,Store4,2023-04-09,Product469,,Promo3,Campaign5,438.29,31.27
Order701,Store3,2022-03-01,Product141,Customer5929,Promo2,Campaign10,11.57,54.96
Order702,Store8,2023-11-11,Product6,Customer1782,Promo1,Campaign4,839.34,102.09
Order703,Store4,2021-02-25,Product157,Customer3617,Promo1,Campaign7,603.67,176.23
Order704,Store8,2023-03-23,Product106,Customer8403,Promo1,Campaign4,176.87,8.58
Order705,Store1,2023-03-18,Product119,Customer1402,Promo3,Campaign10,39.84,101.38
Order706,Store6,2023-10-06,Product137,Customer2897,Promo2,Campaign4,298.57,10.2
Order707,Store4,2022-10-17,Product29,,Promo2,Campaign2,928.61,91.36
Order708,Store8,2023-10-04,Product166,Customer70,Promo2,Campaign5,934.16,125.77
Order709,Store6,2023-06-27,Product65,Customer1903,Promo2,Campaign8,317.89,148.94
Order710,Store6,2021-01-08,Product56,,Promo5,Campaign4,837.57,27.71
Order711,Store3,2021-05-04,Product286,Customer1268,Promo5,Campaign2,447.43,33.32
Order712,Store2,2023-09-17,Product370,Customer421,Promo1,Campaign9,657.8,94.01
Order713,Store6,2023-04-15,Product96,Customer1517,Promo5,Campaign6,341.1,199.61
Order714,Store1,2023-02-05,Product377,Customer8670,Promo2,Campaign3,520.81,71.21
Order715,Store3,2021-01-31,Product443,,Promo2,Campaign10,300.84,85.51
Order716,Store5,2022-01-13,Product215,Customer7383,Promo5,Campaign5,70.5,86.49
Order717,Store6,2021-11-26,Product231,Customer1554,Promo4,Campaign6,147.98,16.14
Order718,Store8,2021-10-09,Product58,Customer2298,Promo1,Campaign9,297.77,154.83
Order719,Store7,2023-11-02,Product394,Customer6722,Promo3,Campaign5,976.49,50.62
Order720,Store6,2022-10-01,Product492,Customer8946,Promo1,Campaign9,966.02,140.73
Order721,Store2,2023-05-22,Product405,Customer8287,Promo1,Campaign1,829.39,95.02
Order722,Store4,2022-11-30,Product184,Customer7185,Promo1,Campaign10,240.18,122.36
Order723,Store8,2021-03-10,Product282,,Promo5,Campaign4,447.19,10.79
Order724,Store8,2023-04-21,Product271,Customer2476,Promo1,Campaign1,445.39,177.99
Order725,Store3,2021-01-23,Product209,Customer2162,Promo2,Campaign2,393.1,48.77
Order726,Store5,2021-12-03,Product163,,Promo1,Campaign2,54.43,134.02
Order727,Store3,2022-03-03,Product89,Customer3636,Promo2,Campaign10,539.18,159.6
Order728,Store4,2023-04-25,Product271,Customer4157,Promo5,Campaign5,82.08,108.01
Order729,Store3,2021-07-28,Product97,Customer6859,Promo5,Campaign1,803.9,67.47
Order730,Store8,2021-08-03,Product75,Customer4766,Promo1,Campaign10,694.39,195.58
Order731,Store5,2022-09-27,Product88,Customer3596,Promo2,Campaign3,359.21,55.69
Order732,Store3,2022-02-27,Product6,,Promo2,Campaign6,650.67,189.73
Order733,Store1,2021-03-14,Product156,Customer1616,Promo2,Campaign1,240.71,31.24
Order734,Store1,2023-04-03,Product63,Customer5054,Promo2,Campaign1,272.6,77.84
Order735,Store4,2023-02-25,Product29,Customer38,Promo3,Campaign3,320.99,27.7
Order736,Store7,2023-07-27,Product304,,Promo5,Campaign9,799.04,0.45
Order737,Store7,2023-12-01,Product191,Customer2106,Promo2,Campaign2,218.58,52.05
Order738,Store5,2021-10-16,Product442,Customer9663,Promo3,Campaign6,567.15,17.44
Order739,Store8,2022-07-09,Product405,Customer1858,Promo3,Campaign3,208.46,197.27
Order740,Store5,2022-03-15,Product204,Customer5210,Promo5,Campaign6,292.19,152.33
Order741,Store5,2021-01-28,Product278,Customer9103,Promo4,Campaign7,243.13,0.74
Order742,Store5,2021-09-27,Product27,Customer3386,Promo1,Campaign7,648.55,44.73
Order743,Store5,2021-03-15,Product85,Customer3924,Promo5,Campaign2,531.46,134.02
Order744,Store7,2022-11-05,Product335,Customer8342,Promo4,Campaign3,724.09,79.71
Order745,Store2,2021-09-03,Product441,Customer2347,Promo1,Campaign4,227.74,166.37
Order746,Store3,2022-02-14,Product210,,Promo1,Campaign8,19.06,100.97
Order747,Store8,2022-05-13,Product138,Customer2360,Promo1,Campaign5,683.7,130.73
Order748,Store6,2023-10-09,Product278,Customer9375,Promo3,Campaign1,123.71,119.41
Order749,Store5,2021-07-30,Product172,,Promo2,Campaign9,253.84,127.63
Order750,Store7,2023-03-03,Product340,Customer4680,Promo1,Campaign1,312.63,46.02
Order751,Store6,2021-12-26,Product339,Customer1953,Promo2,Campaign2,749.33,74.66
Order752,Store1,2022-08-05,Product156,Customer2074,Promo1,Campaign7,629.63,10.13
Order753,Store7,2023-11-10,Product229,,Promo3,Campaign3,192.42,117.53
Order754,Store6,2022-02-27,Product306,Customer9068,Promo1,Campaign6,601.91,91.85
Order755,Store7,2021-05-01,Product179,Customer5626,Promo5,Campaign8,711.07,152.14
Order756,Store6,2021-06-22,Product247,Customer3217,Promo4,Campaign5,395.01,41.28
Order757,Store8,2021-02-03,Product492,Customer237,Promo1,Campaign1,253.49,87.36
Order758,Store7,2023-07-07,Product385,Customer8381,Promo4,Campaign10,682.19,36.15
Order759,Store3,2021-03-12,Product162,,Promo4,Campaign3,614.78,122.8
Order760,Store6,2022-06-29,Product163,Customer1336,Promo3,Campaign2,87.13,169.61
Order761,Store4,2023-02-13,Product218,Customer9432,Promo4,Campaign6,670.01,153.09
Order762,Store7,2023-02-23,Product317,Customer1916,Promo3,Campaign5,493.63,188.84
Order763,Store8,2023-08-26,Product286,Customer9902,Promo1,Campaign7,755.84,194.35
Order764,Store4,2022-06-19,Product76,Customer4633,Promo2,Campaign2,198.81,154.41
Order765,Store7,2021-01-14,Product462,Customer8901,Promo3,Campaign6,265.63,57.36
Order766,Store5,2021-09-28,Product487,,Promo4,Campaign5,547.88,43.85
Order767,Store2,2023-12-13,Product452,Customer7752,Promo4,Campaign6,486.92,89.51
Order768,Store7,2022-04-08,Product204,,Promo1,Campaign5,392.5,198.78
Order769,Store8,2022-06-07,Product216,Customer2938,Promo3,Campaign7,748.57,82.53
Order770,Store2,2023-02-09,Product424,,Promo1,Campaign5,569.1,39.81
Order771,Store3,2023-05-05,Product223,,Promo3,Campaign7,713.17,188.87
Order772,Store2,2023-03-03,Product193,Customer1345,Promo2,Campaign1,161.72,77.18
Order773,Store6,2022-03-19,Product293,Customer5170,Promo5,Campaign9,731.7,138.18
Order774,Store4,2021-09-08,Product192,,Promo1,Campaign6,466.91,157.63
Order775,Store5,2021-06-09,Product385,Customer977,Promo4,Campaign9,43.43,168.63
Order776,Store1,2021-02-05,Product399,Customer5673,Promo1,Campaign1,242.15,164.26
Order777,Store6,2023-05-30,Product269,Customer9045,Promo3,Campaign2,35.5,167.25
Order778,Store4,2022-01-28,Product413,Customer419,Promo1,Campaign7,462.31,133.53
Order779,Store4,2021-02-13,Product439,Customer9411,Promo2,Campaign4,332.62,80.77
Order780,Store3,2021-11-11,Product301,Customer4516,Promo3,Campaign10,987.58,133.46
Order781,Store6,2022-02-12,Product260,Customer3118,Promo4,Campaign1,869.82,167.35
Order782,Store7,2023-06-14,Product192,Customer7200,Promo4,Campaign5,827.41,70.13
Order783,Store8,2021-07-25,Product271,Customer6805,Promo3,Campaign4,506.11,59.3
Order784,Store2,2021-02-10,Product492,,Promo2,Campaign6,809.02,68.74
Order785,Store1,2022-08-11,Product104,Customer8451,Promo1,Campaign7,274.2,110.26
Order786,Store1,2022-12-15,Product432,Customer5274,Promo5,Campaign3,565.04,10.49
Order787,Store7,2023-06-17,Product204,Customer8127,Promo4,Campaign6,398.99,155.79
Order788,Store2,2021-04-05,Product184,Customer9377,Promo2,Campaign2,179.63,27.77
Order789,Store8,2022-06-24,Product217,,Promo2,Campaign10,81.89,26.57
Order790,Store7,2021-02-28,Product91,Customer8804,Promo2,Campaign4,562.64,39.53
Order791,Store5,2023-05-04,Product198,Customer6799,Promo1,Campaign10,106.66,115.39
Order792,Store8,2022-05-24,Product471,Customer4663,Promo2,Campaign9,720.82,57.11
Order793,Store2,2022-05-28,Product399,,Promo2,Campaign7,922.25,73.62
Order794,Store5,2023-03-10,Product39,Customer9907,Promo3,Campaign2,170.49,186.33
Order795,Store8,2023-11-12,Product197,Customer965,Promo3,Campaign6,476.23,169.44
Order796,Store1,2023-01-08,Product471,Customer8745,Promo2,Campaign4,741.39,170.44
Order797,Store6,2022-11-30,Product79,Customer6735,Promo2,Campaign8,293.97,115.53
Order798,Store3,2023-06-06,Product217,Customer1296,Promo3,Campaign8,921.56,173.29
Order799,Store4,2022-04-16,Product316,Customer7063,Promo1,Campaign1,889.58,155.71
Order800,Store8,2021-10-11,Product94,Customer2407,Promo3,Campaign8,112.72,190.65
Order801,Store6,2022-01-07,Product172,Customer8852,Promo3,Campaign10,37.13,12.87
Order802,Store1,2023-11-17,Product43,Customer3481,Promo3,Campaign7,976.69,5.75
Order803,Store1,2023-05-05,Product132,Customer1880,Promo3,Campaign1,956.91,35.01
Order804,Store1,2021-05-09,Product77,Customer1025,Promo5,Campaign3,428.06,185.82
Order805,Store8,2022-05-22,Product434,Customer6135,Promo4,Campaign5,60.06,121.11
Order806,Store4,2022-08-01,Product232,Customer2496,Promo1,Campaign3,622.69,85.22
Order807,Store5,2022-04-18,Product39,,Promo1,Campaign3,300.48,102.54
Order808,Store8,2023-10-05,Product54,Customer38,Promo2,Campaign1,937.36,165.92
Order809,Store3,2022-10-30,Product151,,Promo5,Campaign8,796.72,185.82
Order810,Store6,2021-11-16,Product188,Customer6514,Promo2,Campaign9,653.1,145.94
Order811,Store6,2021-02-27,Product464,,Promo1,Campaign5,291.66,151.97
Order812,Store8,2021-09-30,Product419,Customer2558,Promo1,Campaign1,704.26,64.08
Order813,Store3,2023-09-09,Product310,Customer1279,Promo2,Campaign1,296.28,93.41
Order814,Store3,2021-02-10,Product186,Customer7812,Promo4,Campaign9,47.25,177.04
Order815,Store5,2023-01-08,Product318,Customer8835,Promo2,Campaign1,513.35,157.19
Order816,Store6,2023-11-13,Product464,Customer4658,Promo4,Campaign9,493.8,136.85
Order817,Store2,2022-12-10,Product432,Customer172,Promo4,Campaign3,765.38,13.05
Order818,Store2,2021-08-24,Product135,Customer5088,Promo3,Campaign3,867.02,7.9
Order819,Store8,2021-05-06,Product173,Customer2923,Promo1,Campaign4,360.92,26.08
Order820,Store3,2023-02-17,Product269,Customer4344,Promo3,Campaign5,454.98,116.28
Order821,Store1,2023-04-16,Product437,Customer6335,Promo1,Campaign6,475.7,107.28
Order822,Store8,2021-05-20,Product115,Customer8780,Promo3,Campaign6,330.98,188.54
Order823,Store1,2023-05-29,Product498,,Promo4,Campaign10,745.95,138.95
Order824,Store4,2022-01-29,Product221,Customer1800,Promo3,Campaign9,526.88,58.79
Order825,Store2,2023-04-08,Product39,Customer8499,Promo5,Campaign1,914.82,32.3
Order826,Store1,2021-05-07,Product340,Customer2916,Promo3,Campaign9,653.81,169.91
Order827,Store7,2023-04-17,Product242,Customer2759,Promo3,Campaign4,219.78,91.92
Order828,Store3,2022-06-09,Product221,Customer7920,Promo3,Campaign7,173.16,130.69
Order829,Store4,2021-05-26,Product146,Customer9700,Promo5,Campaign6,378.66,113.03
Order830,Store2,2023-01-05,Product406,,Promo1,Campaign9,353.46,21.49
Order831,Store4,2022-12-29,Product164,Customer9611,Promo3,Campaign2,413.06,11.41
Order832,Store1,2021-06-18,Product361,Customer1967,Promo1,Campaign2,191.76,75.4
Order833,Store3,2021-10-27,Product437,Customer2818,Promo2,Campaign7,978.44,72.31
Order834,Store7,2023-07-27,Product368,Customer9518,Promo4,Campaign9,154.25,134.76
Order835,Store3,2022-06-06,Product484,Customer6588,Promo2,Campaign5,656.12,126.44
Order836,Store3,2021-04-15,Product328,Customer3693,Promo5,Campaign7,22.94,193.79
Order837,Store1,2022-09-10,Product259,Customer5898,Promo5,Campaign8,412.89,171.62
Order838,Store7,2023-08-27,Product190,,Promo1,Campaign8,316.09,99.32
Order839,Store8,2022-05-21,Product413,Customer9445,Promo1,Campaign4,388.2,100.01
Order840,Store7,2021-10-29,Product329,Customer5634,Promo3,Campaign10,503.1,134.83
Order841,Store5,2022-10-15,Product264,,Promo2,Campaign7,604.37,22.82
Order842,Store6,2021-03-05,Product222,Customer9936,Promo1,Campaign1,587.68,199.98
Order843,Store6,2022-08-13,Product332,Customer74,Promo1,Campaign4,634.41,103.76
Order844,Store3,2021-08-20,Product174,Customer1405,Promo1,Campaign5,846.1,181.98
Order845,Store6,2021-11-15,Product92,Customer6925,Promo4,Campaign10,887.85,193.47
Order846,Store5,2023-04-09,Product440,Customer4375,Promo1,Campaign7,739.88,116.33
Order847,Store3,2021-04-02,Product106,,Promo4,Campaign6,88.15,20.67
Order848,Store5,2023-08-19,Product245,,Promo5,Campaign4,961.68,114.67
Order849,Store2,2021-03-05,Product305,Customer3009,Promo3,Campaign3,947.92,119.53
Order850,Store6,2023-04-24,Product43,Customer9542,Promo2,Campaign6,714.59,157.84
Order851,Store7,2021-08-07,Product394,Customer6693,Promo1,Campaign10,522.26,9.65
Order852,Store2,2022-12-05,Product397,Customer4900,Promo4,Campaign5,258.11,93.26
Order853,Store3,2022-09-11,Product441,Customer9835,Promo1,Campaign3,758.79,184.55
Order854,Store7,2021-09-04,Product258,Customer7062,Promo1,Campaign4,879.08,198.26
Order855,Store4,2023-08-22,Product321,Customer7942,Promo4,Campaign2,668.54,38.28
Order856,Store8,2023-10-11,Product86,Customer779,Promo1,Campaign9,632.78,174.12
Order857,Store4,2021-02-26,Product97,Customer7324,Promo2,Campaign7,201.07,29.25
Order858,Store1,2023-12-05,Product464,Customer3759,Promo5,Campaign10,364.22,168.23
Order859,Store2,2023-11-28,Product426,Customer6167,Promo3,Campaign3,725.9,55.46
Order860,Store2,2021-07-01,Product442,Customer2776,Promo1,Campaign8,26.73,191.93
Order861,Store4,2021-06-13,Product477,Customer7681,Promo4,Campaign8,644.85,139.1
Order862,Store3,2023-01-27,Product266,Customer1844,Promo2,Campaign1,769.0,79.82
Order863,Store7,2021-05-06,Product63,Customer1537,Promo1,Campaign5,341.36,56.19
Order864,Store7,2021-09-24,Product103,Customer2356,Promo5,Campaign5,85.41,47.05
Order865,Store7,2021-12-20,Product254,,Promo5,Campaign3,820.93,136.16
Order866,Store1,2022-09-02,Product455,Customer420,Promo4,Campaign2,150.42,179.16
Order867,Store2,2022-04-14,Product317,Customer9120,Promo1,Campaign1,377.09,150.99
Order868,Store8,2023-03-12,Product1,Customer707,Promo1,Campaign4,710.18,166.96
Order869,Store1,2021-05-13,Product154,Customer7399,Promo1,Campaign10,818.82,156.28
Order870,Store2,2023-10-09,Product493,Customer9670,Promo5,Campaign2,863.76,195.83
Order871,Store5,2023-04-29,Product261,Customer2889,Promo1,Campaign5,535.11,151.56
Order872,Store7,2023-10-17,Product35,Customer2450,Promo1,Campaign10,481.11,42.05
Order873,Store5,2021-11-14,Product381,Customer3615,Promo1,Campaign2,849.83,158.32
Order874,Store1,2022-12-12,Product397,Customer8746,Promo1,Campaign1,567.45,64.41
Order875,Store7,2022-03-27,Product27,Customer3186,Promo4,Campaign10,582.86,199.16
Order876,Store7,2022-09-25,Product396,Customer6273,Promo5,Campaign10,439.63,75.33
Order877,Store4,2021-05-22,Product350,Customer1681,Promo3,Campaign10,379.09,58.56
Order878,Store4,2023-10-01,Product306,Customer5765,Promo4,Campaign10,485.74,47.84
Order879,Store2,2023-05-09,Product224,Customer7810,Promo1,Campaign9,371.2,131.7
Order880,Store8,2022-07-23,Product187,Customer898,Promo3,Campaign2,350.11,21.84
Order881,Store8,2021-10-31,Product159,,Promo2,Campaign10,993.73,190.71
Order882,Store6,2022-10-19,Product69,,Promo3,Campaign4,342.85,58.86
Order883,Store5,2022-10-06,Product165,Customer2420,Promo4,Campaign3,263.82,59.08
Order884,Store5,2022-08-16,Product258,Customer9493,Promo5,Campaign1,360.38,9.21
Order885,Store1,2021-01-30,Product102,Customer3919,Promo4,Campaign8,594.87,49.2
Order886,Store7,2022-11-26,Product455,Customer8460,Promo5,Campaign2,911.88,83.8
Order887,Store6,2021-06-07,Product193,Customer3834,Promo5,Campaign8,789.99,73.92
Order888,Store1,2021-05-26,Product259,,Promo5,Campaign1,843.82,54.6
Order889,Store4,2021-12-06,Product404,Customer4339,Promo2,Campaign6,860.42,8.15
Order890,Store4,2023-05-16,Product386,,Promo3,Campaign4,921.32,60.12
Order891,Store8,2021-04-02,Product298,Customer9577,Promo4,Campaign3,242.72,155.67
Order892,Store6,2021-11-25,Product299,Customer2455,Promo4,Campaign1,463.78,87.76
Order893,Store6,2021-06-21,Product21,Customer1962,Promo5,Campaign10,391.35,58.16
Order894,Store4,2022-12-03,Product45,Customer9746,Promo2,Campaign1,388.06,60.96
Order895,Store3,2023-11-21,Product480,Customer4879,Promo2,Campaign7,655.76,110.89
Order896,Store7,2022-09-13,Product496,,Promo1,Campaign6,407.79,60.46
Order897,Store5,2021-09-29,Product276,,Promo2,Campaign3,620.17,126.16
Order898,Store5,2023-09-16,Product171,Customer8669,Promo5,Campaign2,388.46,197.89
Order899,Store1,2021-03-18,Product178,Customer6258,Promo5,Campaign10,318.02,8.24
Order900,Store5,2021-05-31,Product223,Customer2438,Promo3,Campaign3,359.55,33.75
Order901,Store1,2021-05-22,Product299,,Promo5,Campaign8,805.72,35.82
Order902,Store6,2021-08-19,Product481,Customer1025,Promo3,Campaign7,605.04,89.41
Order903,Store6,2023-08-12,Product24,Customer4630,Promo2,Campaign7,974.26,8.28
Order904,Store3,2021-05-08,Product338,Customer3991,Promo1,Campaign5,834.33,95.5
Order905,Store7,2023-05-10,Product84,,Promo4,Campaign10,490.92,185.78
Order906,Store6,2022-11-27,Product60,Customer1477,Promo5,Campaign3,249.95,2.31
Order907,Store7,2022-05-12,Product288,,Promo2,Campaign1,677.17,72.99
Order908,Store4,2023-03-21,Product122,Customer5706,Promo5,Campaign1,729.38,152.18
Order909,Store3,2021-05-11,Product5,Customer594,Promo3,Campaign6,469.53,30.9
Order910,Store4,2021-09-26,Product386,Customer9111,Promo2,Campaign4,237.62,15.51
Order911,Store4,2022-09-10,Product154,Customer1261,Promo4,Campaign7,561.67,126.16
Order912,Store1,2023-08-20,Product281,Customer2963,Promo3,Campaign10,261.29,1.99
Order913,Store7,2023-12-11,Product434,Customer9997,Promo2,Campaign10,940.6,160.35
Order914,Store4,2023-03-20,Product342,Customer1935,Promo4,Campaign10,632.6,13.37
Order915,Store7,2023-10-26,Product423,Customer4069,Promo3,Campaign1,299.01,104.87
Order916,Store3,2022-10-10,Product86,Customer4513,Promo4,Campaign6,223.57,148.03
Order917,Store2,2023-01-08,Product75,Customer7361,Promo2,Campaign7,719.56,48.4
Order918,Store6,2022-05-17,Product267,Customer9875,Promo3,Campaign1,710.72,20.71
Order919,Store1,2022-02-13,Product191,Customer2886,Promo1,Campaign2,601.16,35.12
Order920,Store7,2023-03-31,Product252,Customer2573,Promo5,Campaign9,618.16,170.94
Order921,Store6,2023-06-22,Product493,Customer2774,Promo1,Campaign9,607.83,141.16
Order922,Store4,2021-07-08,Product68,Customer4771,Promo4,Campaign6,366.5,39.62
Order923,Store4,2023-09-08,Product353,Customer6689,Promo2,Campaign4,938.04,143.22
Order924,Store5,2023-03-26,Product146,Customer169,Promo5,Campaign7,484.49,141.72
Order925,Store8,2022-01-18,Product479,Customer9754,Promo2,Campaign5,30.12,199.55
Order926,Store7,2023-04-30,Product364,,Promo4,Campaign3,354.88,78.31
Order927,Store8,2022-05-05,Product122,,Promo2,Campaign4,138.98,172.97
Order928,Store1,2022-03-02,Product412,Customer465,Promo3,Campaign2,369.75,89.29
Order929,Store1,2021-09-07,Product42,Customer6557,Promo3,Campaign6,612.18,179.55
Order930,Store8,2023-12-21,Product316,,Promo4,Campaign3,32.44,18.32
Order931,Store3,2023-10-17,Product150,Customer4302,Promo2,Campaign7,871.5,35.06
Order932,Store2,2022-11-15,Product424,,Promo4,Campaign4,614.21,169.99
Order933,Store3,2021-11-15,Product62,,Promo5,Campaign8,302.42,163.86
Order934,Store3,2023-10-17,Product255,Customer1772,Promo2,Campaign1,318.09,61.09
Order935,Store3,2021-08-13,Product131,Customer6171,Promo3,Campaign9,471.01,119.36
Order936,Store8,2022-02-27,Product327,Customer321,Promo1,Campaign3,255.61,76.54
Order937,Store2,2023-06-27,Product447,Customer3524,Promo3,Campaign3,14.3,2.06
Order938,Store3,2021-03-20,Product377,,Promo2,Campaign5,36.29,5.22
Order939,Store6,2023-05-05,Product20,,Promo2,Campaign10,364.16,10.85
Order940,Store1,2023-10-01,Product491,,Promo2,Campaign1,132.98,118.81
Order941,Store2,2021-12-31,Product199,Customer533,Promo2,Campaign3,32.14,55.85
Order942,Store4,2021-01-22,Product327,,Promo5,Campaign4,860.68,28.79
Order943,Store5,2022-07-02,Product221,,Promo1,Campaign2,281.4,188.23
Order944,Store5,2021-11-26,Product410,,Promo3,Campaign6,508.09,24.26
Order945,Store7,2021-02-25,Product425,,Promo5,Campaign10,187.61,134.8
Order946,Store6,2023-07-14,Product131,Customer6103,Promo4,Campaign4,56.26,178.83
Order947,Store1,2021-09-18,Product171,Customer2641,Promo2,Campaign1,747.42,32.77
Order948,Store5,2022-03-11,Product145,Customer263,Promo3,Campaign3,133.71,42.95
Order949,Store6,2022-06-22,Product488,Customer295,Promo4,Campaign7,35.46,114.76
Order950,Store6,2022-06-19,Product340,Customer8032,Promo1,Campaign3,591.36,101.69
Order951,Store5,2022-01-16,Product354,Customer4217,Promo3,Campaign6,23.33,104.21
Order952,Store5,2021-04-13,Product181,Customer6199,Promo5,Campaign6,441.92,110.94
Order953,Store6,2021-01-29,Product436,Customer1642,Promo4,Campaign1,295.95,189.98
Order954,Store8,2023-12-17,Product161,,Promo3,Campaign2,326.22,10.77
Order955,Store6,2023-12-22,Product464,Customer1625,Promo5,Campaign10,13.86,152.09
Order956,Store4,2023-08-13,Product60,Customer5561,Promo2,Campaign6,964.7,46.5
Order957,Store5,2023-12-08,Product215,Customer5542,Promo3,Campaign2,521.79,74.74
Order958,Store3,2022-07-01,Product68,Customer108,Promo2,Campaign2,576.79,17.86
Order959,Store6,2021-11-23,Product440,Customer8348,Promo4,Campaign4,669.46,89.13
Order960,Store1,2021-09-23,Product361,Customer6728,Promo4,Campaign8,799.55,160.84
Order961,Store1,2022-12-30,Product192,Customer6219,Promo4,Campaign6,611.83,19.75
Order962,Store7,2023-12-04,Product488,,Promo2,Campaign8,764.58,55.12
Order963,Store6,2021-08-07,Product225,Customer3015,Promo2,Campaign4,454.25,74.61
Order964,Store1,2021-05-06,Product392,,Promo5,Campaign3,377.56,20.78
Order965,Store4,2023-06-01,Product197,,Promo3,Campaign7,824.9,152.46
Order966,Store7,2021-11-15,Product161,,Promo5,Campaign7,866.66,157.39
Order967,Store4,2021-03-26,Product249,Customer4268,Promo2,Campaign2,146.43,167.18
Order968,Store6,2023-12-01,Product409,Customer2032,Promo3,Campaign1,547.23,116.78
Order969,Store8,2022-12-24,Product455,Customer5940,Promo4,Campaign8,686.81,101.45
Order970,Store7,2021-12-28,Product111,Customer3249,Promo5,Campaign3,92.76,52.51
Order971,Store5,2022-01-02,Product391,Customer653,Promo5,Campaign6,930.3,131.03
